LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,FinalBid,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,MSSubClass,MSZoning,Alley,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,GarageFinish,Fence,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice
87.0,10000,2,3,4,3,5,6,1962,1962,261.0,3,3,3,175149.11919820172,3,0,1,0,1,0,1116,1116,3,1116,0,0,1116,0,0,1,1,3,1,3,5,8,0,0,1962.0,2,440,3,3,2,0,0,0,0,385,0,0,0,2010,SC20,RL,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Feb,WD,Normal,160000
55.0,5350,2,3,4,3,8,2,1940,1966,0.0,3,1,3,81935.61325276711,3,0,1,0,1,0,728,728,5,1306,0,0,1306,0,0,1,0,3,1,2,6,5,0,0,1980.0,0,0,0,0,2,263,0,0,0,0,0,0,450,2010,SC30,RL,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,None,CBlock,GasA,Y,SBrkr,No,No,GdWo,Shed,May,WD,Normal,76500
0.0,14778,2,3,4,3,5,7,1954,2006,72.0,4,3,3,245397.8670228134,3,0,4,728,1,0,568,1296,5,1640,0,0,1640,1,0,1,0,3,1,4,7,8,1,4,1993.0,2,924,3,3,2,108,0,0,216,0,0,0,0,2008,SC20,RL,None,Low,CulDSac,Crawfor,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,Nov,WD,Normal,224000
41.0,5330,2,4,4,3,3,5,2000,2000,0.0,4,3,4,197099.6595748529,3,2,6,1196,1,0,298,1494,5,1652,0,0,1652,1,0,2,0,2,1,5,6,8,0,0,2000.0,2,499,3,3,2,96,48,0,0,0,0,0,0,2007,SC120,RL,None,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Aug,WD,Normal,251000
60.0,8123,2,3,4,3,5,5,2000,2000,16.0,3,3,4,175635.9571301075,3,0,1,0,1,0,982,982,5,1007,793,0,1800,0,0,2,1,3,1,3,7,8,1,3,2000.0,2,463,3,3,2,100,63,0,0,0,0,0,0,2009,SC60,RL,None,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Jun,WD,Normal,179000
74.0,5868,2,4,4,3,6,7,1956,2000,0.0,3,3,3,120741.82597843444,3,0,4,248,3,240,448,936,5,936,0,0,936,1,0,1,0,2,1,3,4,8,0,0,1956.0,1,308,3,3,2,0,0,80,0,160,0,0,0,2010,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Fin,No,No,May,WD,Normal,129000
0.0,8339,2,3,4,3,6,7,1959,1959,0.0,3,3,0,129129.39082526942,0,0,0,0,0,0,0,0,3,882,0,0,882,0,0,1,0,3,1,3,5,8,0,0,1959.0,1,294,3,3,2,0,0,0,0,0,0,0,1200,2007,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,Slab,GasA,Y,SBrkr,Attchd,RFn,MnPrv,Shed,Jul,WD,Normal,106500
51.0,6120,2,4,4,3,9,3,1936,1950,0.0,2,2,3,81836.06307421601,2,0,1,0,1,0,264,264,2,800,0,0,800,0,0,1,0,1,1,2,4,4,1,1,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,SC30,RM,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,Grav,N,FuseA,No,No,No,No,Jan,ConLw,Normal,60000
60.0,6780,2,4,4,3,5,8,1935,1982,0.0,3,2,3,90361.48714210211,3,2,6,490,1,0,30,520,4,520,0,234,754,1,0,1,0,2,1,3,5,8,0,0,1980.0,0,0,0,0,0,53,0,0,0,0,0,0,0,2006,SC190,RM,None,Lvl,Inside,IDOTRR,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,SBrkr,No,No,No,No,Jun,WD,Normal,84500
24.0,2289,2,4,4,3,5,6,1978,1978,0.0,3,3,3,119601.34007283353,3,0,5,311,1,0,544,855,3,855,586,0,1441,0,0,2,1,3,1,3,7,8,1,3,1978.0,2,440,3,3,2,28,0,0,0,0,0,0,0,2009,SC160,RL,None,Lvl,Inside,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Apr,WD,Normal,148500
70.0,8176,2,4,4,3,6,6,1958,1992,0.0,3,3,3,141429.49468449564,3,0,3,846,1,0,210,1056,2,1056,0,0,1056,1,0,1,0,3,1,3,6,8,0,0,1958.0,1,308,3,3,2,0,0,0,0,0,0,0,0,2007,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Aug,WD,Normal,139000
70.0,5600,2,4,4,3,7,5,1930,1950,0.0,2,2,0,70797.70688890843,0,0,0,0,0,0,0,0,2,372,720,0,1092,0,0,2,0,3,2,2,7,5,0,0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,3500,2010,SC190,RM,None,Lvl,Inside,IDOTRR,Norm,Norm,2fmCon,2Story,Hip,CompShg,VinylSd,Wd Shng,None,Slab,GasA,N,SBrkr,No,No,No,Othr,Jul,WD,Normal,55000
42.0,3964,2,4,4,3,5,4,1973,1973,0.0,3,3,4,153639.2313723257,3,0,5,837,1,0,105,942,4,1291,1230,0,2521,1,0,2,1,5,1,3,10,4,1,4,1973.0,2,576,3,3,2,728,20,0,0,0,0,0,0,2006,SC160,RM,None,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,Attchd,Fin,GdPrv,No,Jun,WD,Normal,151400
43.0,3182,2,4,4,3,3,5,2004,2005,16.0,4,3,4,130150.02625691131,3,0,6,24,1,0,1232,1256,5,1269,0,0,1269,0,0,2,0,2,1,4,6,8,1,3,2004.0,2,430,3,3,2,146,20,0,0,144,0,0,0,2010,SC120,RL,None,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Apr,WD,Normal,192000
50.0,6000,2,4,4,3,6,8,1925,1997,0.0,3,3,3,112969.80804576469,3,0,1,0,1,0,884,884,5,884,464,0,1348,1,0,1,0,3,1,3,5,8,1,2,1960.0,1,216,3,3,0,0,0,208,0,0,0,0,0,2009,SC50,RM,None,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,No,No,May,WD,Normal,117000
0.0,7153,2,4,4,3,5,5,1991,1991,88.0,3,3,4,240763.4360542492,3,0,6,1200,1,0,78,1278,4,1294,0,0,1294,1,0,2,0,3,1,4,6,8,0,0,1991.0,2,496,3,3,2,112,51,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,GdWo,No,Jun,WD,Normal,179200
0.0,13869,2,2,4,3,5,6,1997,1997,0.0,3,3,4,229262.5159168949,3,2,6,182,1,0,612,794,4,794,676,0,1470,0,1,2,0,3,1,3,6,8,0,0,1997.0,2,388,3,3,2,0,75,0,0,0,0,0,0,2007,SC60,RL,None,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Jul,WD,Normal,177000
60.0,6600,2,4,4,3,6,9,1982,2008,0.0,4,4,3,128874.61878926866,3,0,5,641,1,0,175,816,5,816,0,0,816,0,1,1,0,3,1,4,5,8,1,5,1982.0,1,264,3,3,2,0,0,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,MnPrv,No,Oct,WD,Normal,130500
57.0,8773,2,3,4,3,5,5,1997,1997,0.0,3,3,4,175636.32098172852,3,2,1,0,1,0,916,916,4,916,684,0,1600,0,0,2,1,3,1,3,7,8,1,3,1997.0,2,460,3,3,2,100,38,0,0,0,0,0,0,2007,SC60,RL,None,HLS,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Aug,WD,Normal,169000
141.0,31770,2,3,4,3,5,5,1960,1960,112.0,3,3,3,220674.4677691134,4,3,4,639,1,0,441,1080,2,1656,0,0,1656,1,0,1,0,3,1,3,7,8,2,4,1960.0,2,528,3,3,1,210,62,0,0,0,0,0,0,2010,SC20,RL,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,Stone,CBlock,GasA,Y,SBrkr,Attchd,Fin,No,No,May,WD,Normal,215000
60.0,3378,2,4,4,3,4,8,1946,1992,0.0,3,4,3,151595.86607764388,3,0,1,0,1,0,651,651,4,707,682,0,1389,0,0,1,1,3,1,3,6,8,2,4,1947.0,1,240,3,3,1,0,0,126,0,0,0,0,0,2009,SC60,RM,1,HLS,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,Sep,WD,Normal,135000
24.0,2308,2,4,4,3,5,6,1976,1976,0.0,3,3,4,129895.96801202159,3,0,5,556,1,0,248,804,3,804,744,0,1548,1,0,2,1,3,1,4,7,8,1,3,1976.0,2,440,3,3,2,48,0,0,0,0,0,0,0,2007,SC160,RL,None,Lvl,Corner,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,Jul,WD,Normal,155000
80.0,9600,2,4,4,3,5,8,1950,2005,0.0,3,4,3,177431.86476524337,3,0,4,120,1,0,736,856,5,1112,556,0,1668,0,0,1,1,3,1,3,6,6,0,0,1950.0,1,271,3,3,2,0,0,0,0,0,0,0,0,2009,SC50,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,MnPrv,No,Sep,WD,Normal,140000
71.0,9520,2,3,4,3,3,5,2007,2008,338.0,4,3,4,274328.35944506666,3,3,6,1513,1,0,125,1638,5,1646,0,0,1646,1,0,2,0,3,1,4,7,8,1,4,2008.0,3,800,3,3,2,192,44,0,0,0,0,0,0,2008,SC20,RL,None,HLS,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Apr,New,Partial,293077
24.0,2522,2,4,4,3,4,5,2004,2004,50.0,4,3,4,99196.67165715082,3,0,1,0,1,0,970,970,5,970,739,0,1709,0,0,2,0,3,1,4,7,4,0,0,2004.0,2,380,3,3,2,0,40,0,0,0,0,0,0,2006,SC160,RM,None,Lvl,Inside,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Detchd,Unf,No,No,May,WD,Normal,130000
85.0,10625,2,4,4,3,6,5,1920,1950,0.0,3,3,3,69998.18054645104,3,0,5,108,1,0,350,458,2,835,0,0,835,0,0,1,0,2,1,3,5,8,0,0,1920.0,1,366,2,3,2,0,0,77,0,0,0,0,400,2010,SC30,RL,None,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,SBrkr,Basment,Unf,No,Shed,May,COD,Abnorml,83000
90.0,12376,2,4,4,3,4,5,1990,1990,0.0,3,3,4,319921.0233369846,3,1,6,1470,1,0,203,1673,4,1699,1523,0,3222,1,0,3,0,5,1,4,11,8,2,3,1990.0,3,594,3,3,2,367,0,0,0,0,0,0,0,2010,SC60,RL,None,Lvl,Corner,SawyerW,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Unf,No,No,May,WD,Normal,320000
87.0,9246,2,3,4,3,6,5,1973,1973,564.0,3,3,3,145920.9359498911,3,0,1,0,1,0,1656,1656,3,1656,0,0,1656,0,0,2,0,4,2,3,8,8,0,0,1973.0,2,506,3,3,2,0,211,0,0,0,0,0,0,2008,SC90,RL,None,Lvl,Inside,NWAmes,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,Nov,WD,Normal,135000
79.0,12798,2,3,4,2,5,5,1997,1997,0.0,3,3,4,201455.1898224584,3,3,6,462,1,0,154,616,4,616,1072,0,1688,1,0,2,1,4,1,4,8,8,0,0,1997.0,2,603,3,3,2,403,114,185,0,0,0,0,400,2008,SC60,RL,None,HLS,Inside,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,Shed,May,WD,Normal,200000
0.0,11333,2,3,4,3,5,5,1976,1976,0.0,3,3,4,136264.23387258354,3,2,5,539,1,0,490,1029,3,1062,0,0,1062,1,0,1,0,3,1,3,5,8,2,3,1976.0,2,539,3,3,2,120,0,0,0,0,0,0,0,2007,SC80,RL,None,Lvl,Corner,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,May,WD,Normal,146800
0.0,14375,2,3,2,3,5,6,1958,1958,541.0,3,3,3,143431.266635422,3,0,6,111,3,354,354,819,4,1344,0,0,1344,0,1,1,0,3,1,4,7,8,1,4,1958.0,2,525,3,3,2,0,118,0,0,233,0,0,0,2009,SC20,RL,None,Lvl,CulDSac,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,FuseA,Basment,RFn,No,No,Jan,COD,Abnorml,137500
70.0,9100,2,4,4,3,4,5,2001,2001,0.0,4,3,4,139758.0257114607,3,0,1,0,1,0,1212,1212,5,1212,0,0,1212,0,0,2,0,3,1,4,6,8,0,0,2001.0,2,573,3,3,2,356,0,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jun,WD,Normal,178000
0.0,10020,2,3,4,1,10,1,1922,1950,0.0,2,2,2,73700.92676036342,1,3,4,350,1,0,333,683,4,904,0,0,904,1,0,0,1,1,1,2,4,4,0,0,1980.0,0,0,0,0,2,0,0,0,0,0,0,0,0,2009,SC30,RL,None,Low,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,FuseA,No,No,No,No,Mar,WD,Normal,61000
24.0,2280,2,4,4,3,4,5,1999,1999,360.0,3,3,4,186323.71227997626,3,0,5,549,1,0,195,744,4,757,744,0,1501,0,0,2,1,3,1,3,6,8,0,0,1999.0,2,440,3,3,2,0,0,0,0,0,0,0,0,2008,SC160,FV,2,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Unf,No,No,Aug,WD,Normal,179400
60.0,8089,2,4,4,3,3,6,2007,2007,0.0,4,3,4,279299.43022376107,3,2,6,945,1,0,474,1419,5,1419,0,0,1419,1,0,2,0,2,1,4,7,8,1,4,2007.0,2,567,3,3,2,140,0,0,0,0,0,0,0,2007,SC20,RL,None,HLS,Inside,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Oct,New,Partial,392000
60.0,7134,2,4,4,2,6,5,1955,1955,0.0,3,3,3,128418.56897658951,3,0,5,384,1,0,0,384,3,1360,0,0,1360,0,0,1,0,3,1,3,6,7,1,3,1962.0,2,572,3,3,2,0,50,0,0,0,0,0,0,2007,SC80,RL,None,Bnk,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,MnPrv,No,Feb,WD,Normal,130000
35.0,9400,2,3,4,3,5,5,1975,1975,250.0,3,3,4,117574.13287436118,4,3,6,945,1,0,0,945,3,980,0,0,980,0,2,2,0,4,0,3,4,8,0,0,1980.0,0,0,0,0,2,0,0,0,0,0,0,0,0,2006,SC90,RL,None,Lvl,CulDSac,Edwards,Norm,Norm,Duplex,SFoyer,Flat,Tar&Grv,WdShing,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,No,No,No,No,Oct,WD,AdjLand,127500
0.0,12493,2,3,4,3,7,5,1960,1960,0.0,3,3,3,101678.31983392357,3,0,5,419,3,306,375,1100,3,1100,0,0,1100,1,0,1,0,3,1,3,6,8,1,1,1960.0,1,312,3,3,2,355,0,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Attchd,RFn,GdWo,No,Apr,WD,Normal,141000
71.0,7795,2,3,4,3,4,5,2004,2005,0.0,4,3,4,202589.15134136498,3,0,6,425,1,0,291,716,5,716,716,0,1432,1,0,2,1,3,1,4,6,8,1,4,2004.0,2,432,3,3,2,100,51,0,0,0,0,0,0,2009,SC60,RL,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Jul,WD,Normal,188500
0.0,10624,2,3,4,3,6,4,1964,1964,84.0,3,3,3,121482.68241211747,3,0,6,40,3,264,1424,1728,3,1728,0,0,1728,0,1,2,0,6,2,3,10,8,0,0,2002.0,1,352,3,3,2,155,0,0,0,0,0,0,0,2007,SC90,RL,None,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,Nov,WD,Normal,119000
60.0,10800,2,4,4,3,6,6,1915,1950,0.0,3,4,2,140604.6008986355,3,0,2,686,1,0,0,686,3,966,686,0,1652,1,0,2,0,4,1,3,7,8,0,0,1961.0,1,416,3,3,2,0,0,196,0,0,0,0,1200,2010,SC50,RM,None,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,Unf,No,Shed,Jun,WD,Normal,139000
0.0,2651,2,4,4,3,4,5,2000,2000,0.0,4,3,4,164101.28621733497,3,0,6,641,1,0,32,673,5,673,709,0,1382,1,0,2,1,3,1,4,6,8,0,0,2000.0,2,490,3,3,2,153,50,0,0,0,0,0,0,2006,SC160,FV,None,Lvl,FR2,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,Unf,No,No,Apr,WD,Normal,165000
60.0,3600,2,4,4,3,5,7,1910,1993,0.0,3,3,3,132125.27646021312,3,0,1,0,1,0,684,684,5,684,684,0,1368,0,0,1,0,3,1,3,7,8,0,0,1930.0,1,216,3,2,0,0,158,0,0,0,0,0,0,2006,SC70,RM,1,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,N,FuseA,Detchd,Unf,No,No,Oct,WD,Normal,114504
84.0,14260,2,3,4,3,3,5,2000,2000,350.0,4,3,4,237014.01566484355,3,2,6,655,1,0,490,1145,5,1145,1053,0,2198,1,0,2,1,4,1,4,9,8,1,3,2000.0,3,836,3,3,2,192,84,0,0,0,0,0,0,2008,SC60,RL,None,Lvl,FR2,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Dec,WD,Normal,250000
60.0,9550,2,3,4,3,4,5,1915,1970,0.0,3,3,3,176373.76452495824,4,0,5,216,1,0,540,756,4,961,756,0,1717,1,0,1,0,3,1,4,7,8,1,4,1998.0,3,642,3,3,2,0,35,272,0,0,0,0,0,2006,SC70,RL,None,Lvl,Corner,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,No,No,Feb,WD,Abnorml,140000
95.0,15865,2,3,4,2,3,6,1970,1970,0.0,4,4,3,358097.2374070288,4,3,5,351,3,823,1043,2217,5,2217,0,0,2217,1,0,2,0,4,1,4,8,8,1,3,1970.0,2,621,3,3,2,81,207,0,0,224,0,0,0,2007,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Attchd,Unf,No,No,Oct,WD,Normal,268000
24.0,2308,2,4,4,3,5,5,1974,1974,0.0,3,3,3,187051.7770690411,3,0,5,257,3,495,103,855,3,855,467,0,1322,0,1,2,1,3,1,3,6,8,1,2,1974.0,2,440,3,3,2,260,0,0,0,0,0,0,0,2009,SC160,RL,None,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Normal,147000
80.0,8000,2,4,4,3,6,4,1961,1961,0.0,3,3,3,163543.17287095016,3,0,1,0,1,0,1800,1800,5,1800,0,0,1800,0,0,2,0,6,2,3,10,8,0,0,1980.0,0,0,0,0,2,0,0,0,0,0,0,0,0,2007,SC90,RL,None,Lvl,Corner,NAmes,Artery,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,N,SBrkr,No,No,No,No,Jul,WD,Normal,141000
60.0,6911,2,4,4,3,6,5,1924,1950,0.0,3,3,3,102799.55526274774,3,1,2,405,1,0,740,1145,3,1301,0,0,1301,0,0,1,0,2,1,2,5,7,0,0,1965.0,2,440,3,3,2,0,0,0,0,0,0,0,0,2009,SC30,RM,None,Lvl,FR2,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Detchd,Unf,No,No,Oct,WD,Normal,100000
50.0,6000,2,4,4,3,5,6,1939,1950,0.0,3,2,3,126573.90120257474,3,0,1,0,1,0,780,780,5,825,587,0,1412,0,0,1,0,4,1,3,6,8,1,4,1939.0,1,280,3,3,2,45,0,0,0,0,0,0,0,2009,SC50,RM,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseF,Detchd,Unf,No,No,May,WD,Normal,132500
66.0,8712,1,4,4,2,6,5,1952,1952,0.0,2,3,3,49172.18913929212,3,2,1,0,1,0,540,540,3,1044,0,0,1044,0,0,1,0,2,1,2,4,8,0,0,1952.0,2,504,3,3,0,0,0,0,0,0,0,0,54,2010,SC20,C (all),None,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,FuseA,Basment,Unf,No,Shed,Jun,WD,Alloca,55993
103.0,11175,2,3,4,3,4,5,2007,2007,0.0,4,3,4,230376.74232293546,3,2,1,0,1,0,1316,1316,5,1316,0,0,1316,0,0,2,0,3,1,4,6,8,1,4,2007.0,2,440,3,3,2,0,20,0,0,0,0,0,0,2007,SC20,RL,None,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Oct,New,Partial,200141
24.0,2160,2,4,4,3,4,5,1999,2000,212.0,4,3,4,159088.96800677865,3,0,4,510,1,0,90,600,5,624,628,0,1252,1,0,2,1,2,1,4,4,8,0,0,1999.0,2,462,3,3,2,0,48,0,0,0,0,0,0,2008,SC160,FV,2,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Unf,No,No,Mar,WD,Normal,160000
50.0,14859,2,3,4,3,4,5,2006,2006,27.0,4,3,4,299883.6815290348,3,0,1,0,1,0,1670,1670,5,1670,0,0,1670,0,0,2,0,3,1,4,7,8,1,4,2006.0,3,690,3,3,2,144,60,0,0,0,0,0,0,2006,SC20,RL,None,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Aug,New,Partial,240000
59.0,7227,2,4,4,2,5,6,1954,1954,0.0,3,3,3,140418.44966401556,3,0,1,0,1,0,832,832,4,832,0,0,832,0,0,1,0,2,1,4,4,8,0,0,1962.0,2,528,3,3,2,0,0,0,0,0,0,0,0,2008,SC45,RL,None,HLS,Corner,NAmes,Artery,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,Jun,WD,Normal,105500
63.0,7875,2,4,4,3,4,5,1995,1996,38.0,3,3,4,175389.4152106149,4,0,1,0,1,0,1237,1237,4,1253,0,0,1253,0,0,2,0,3,1,3,6,8,1,3,1995.0,2,402,3,3,2,220,21,0,0,0,0,0,0,2007,SC20,RL,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Jun,WD,Normal,176000
